invoice_no,isolation_score,lof_score,zscore_score,ensemble_score,final_risk_score,risk_level,explanation
INV000061,0.0508725181375722,0.003427629288873,0.3356997890964434,0.1299999788409629,0.1299999788409629,Low,"No strong method-level or feature-level anomaly flags, but manual review may be useful"
INV000062,0.0872622015838622,0.0027363147672844,0.3032671258913458,0.1310885474141641,0.1310885474141641,Low,"No strong method-level or feature-level anomaly flags, but manual review may be useful"
INV000063,0.067003222475193,0.0244077121010284,0.2654638267440015,0.1189582537734076,0.1189582537734076,Low,"No strong method-level or feature-level anomaly flags, but manual review may be useful"
INV000064,0.1332846301437135,0.0012688300909778,0.3356997890964434,0.1567510831103782,0.1567510831103782,Low,"No strong method-level or feature-level anomaly flags, but manual review may be useful"
INV000065,0.0475171544576529,0.0046729989944602,0.142684693215948,0.064958282222687,0.064958282222687,Low,"No strong method-level or feature-level anomaly flags, but manual review may be useful"
INV000066,0.0376585309325303,0.0037434017312962,0.2149574990211122,0.0854531438949795,0.0854531438949795,Low,"No strong method-level or feature-level anomaly flags, but manual review may be useful"
INV000067,0.027676392733987,0.0037220688334267,0.3032671258913458,0.1115551958195865,0.1115551958195865,Low,"No strong method-level or feature-level anomaly flags, but manual review may be useful"
INV000068,0.0555024838658784,0.0032238745231218,0.3283828063178783,0.1290363882356262,0.1290363882356262,Low,"No strong method-level or feature-level anomaly flags, but manual review may be useful"
INV000069,0.1117129095947154,0.0049246061671447,0.3647634273130551,0.1604669810249717,0.1604669810249717,Low,"No strong method-level or feature-level anomaly flags, but manual review may be useful"
INV000070,0.1401872084073896,0.0029362800173171,0.8513167946199491,0.3314800943482186,0.3314800943482186,Medium,Z-score analysis detected extreme feature values; Anomalous feature detected: supplier_buyer_frequency
INV000071,0.0896218983029942,0.0071010705131437,0.2753286440587778,0.1240172042916385,0.1240172042916385,Low,"No strong method-level or feature-level anomaly flags, but manual review may be useful"
INV000072,0.2974373515973667,0.0371612282112469,1.0,0.4448661932695378,0.4448661932695378,Medium,Local Outlier Factor detected a local anomaly (requires review); Z-score analysis detected extreme feature values; Anomalous feature detected: daily_transaction_frequency
INV000073,0.0404222770678174,0.0041402127414207,0.3356997890964434,0.1267540929685605,0.1267540929685605,Low,"No strong method-level or feature-level anomaly flags, but manual review may be useful"
INV000074,0.3912356970804948,0.0030655922808787,0.8513167946199491,0.4152060279937742,0.4152060279937742,Medium,Z-score analysis detected extreme feature values; Anomalous feature detected: supplier_buyer_frequency
INV000075,0.0338825019135031,0.0032343034047283,0.2680116612802127,0.101709488866148,0.101709488866148,Low,"No strong method-level or feature-level anomaly flags, but manual review may be useful"
INV000076,0.0694703166375723,0.0044226289413167,0.3356997890964434,0.1365309115584441,0.1365309115584441,Low,"No strong method-level or feature-level anomaly flags, but manual review may be useful"
INV000077,0.0329947161541991,0.0038540678640594,0.2753286440587778,0.1040591426923454,0.1040591426923454,Low,"No strong method-level or feature-level anomaly flags, but manual review may be useful"
INV000078,0.0726618151072268,0.0024875517898439,0.2076405162425471,0.0942632943798726,0.0942632943798726,Low,"No strong method-level or feature-level anomaly flags, but manual review may be useful"
INV000079,0.0562024076892769,0.0058906885266791,0.2680116612802127,0.1100349191653895,0.1100349191653895,Low,"No strong method-level or feature-level anomaly flags, but manual review may be useful"
INV000080,0.016610776472551,0.0055639876156688,0.142684693215948,0.0549531524347226,0.0549531524347226,Low,"No strong method-level or feature-level anomaly flags, but manual review may be useful"
INV000081,0.0422115886849975,0.0017920308540928,0.2654638267440015,0.1031558154276972,0.1031558154276972,Low,"No strong method-level or feature-level anomaly flags, but manual review may be useful"
INV000082,0.0872955300211798,0.0037082867765573,0.3356997890964434,0.1422345352980601,0.1422345352980601,Low,"No strong method-level or feature-level anomaly flags, but manual review may be useful"
INV000083,0.0035410201359082,0.0022513915763713,0.142684693215948,0.0494923683094091,0.0494923683094091,Low,"No strong method-level or feature-level anomaly flags, but manual review may be useful"
INV000084,0.1117408023213828,0.0021828960918383,0.3356997890964434,0.1498744958365548,0.1498744958365548,Low,"No strong method-level or feature-level anomaly flags, but manual review may be useful"
INV000085,0.0332868479029721,0.0012438108773289,0.1545863539834466,0.0630390042545825,0.0630390042545825,Low,"No strong method-level or feature-level anomaly flags, but manual review may be useful"
INV000086,0.2296705049563061,0.0026489121534804,0.3356997890964434,0.1893397354020766,0.1893397354020766,Low,"No strong method-level or feature-level anomaly flags, but manual review may be useful"
INV000087,0.0685174836361592,0.0031786801257176,0.2654638267440015,0.1123866635019594,0.1123866635019594,Low,"No strong method-level or feature-level anomaly flags, but manual review may be useful"
INV000088,0.1325158919861797,0.0026615302000029,0.3283828063178783,0.1545200761680203,0.1545200761680203,Low,"No strong method-level or feature-level anomaly flags, but manual review may be useful"
INV000089,0.23474646606879,0.0210681018662135,0.7582760475773009,0.3380302051707681,0.3380302051707681,Medium,Z-score analysis detected extreme feature values; GST calculation difference detected (high z-score); Anomalous feature detected: igst_difference
INV000090,0.2655389770423751,0.0067449605270068,0.3356997890964434,0.2026612422219418,0.2026612422219418,Low,"No strong method-level or feature-level anomaly flags, but manual review may be useful"
INV000091,0.0440464078700178,0.00261048576128,0.1133892779885824,0.0533487238732934,0.0533487238732934,Low,"No strong method-level or feature-level anomaly flags, but manual review may be useful"
INV000092,0.0685797959747491,0.0014618336069582,0.3032671258913458,0.124436251824351,0.124436251824351,Low,"No strong method-level or feature-level anomaly flags, but manual review may be useful"
INV000093,0.099877682189781,0.0025725683656388,0.3356997890964434,0.1460500132172877,0.1460500132172877,Low,"No strong method-level or feature-level anomaly flags, but manual review may be useful"
INV000094,0.0289667230783723,0.0049648218594516,0.2654638267440015,0.0997984572272751,0.0997984572272751,Low,"No strong method-level or feature-level anomaly flags, but manual review may be useful"
INV000095,0.2882341959038562,0.00673213899061,1.0,0.431655444964822,0.431655444964822,Medium,Z-score analysis detected extreme feature values; Anomalous feature detected: cess_rate
INV000096,0.0999627563804263,0.0018794783755326,0.3356997890964434,0.1458473412841341,0.1458473412841341,Low,"No strong method-level or feature-level anomaly flags, but manual review may be useful"
INV000097,0.115020266702066,0.0059925819521349,0.3356997890964434,0.1522375459168814,0.1522375459168814,Low,"No strong method-level or feature-level anomaly flags, but manual review may be useful"
INV000098,0.1080059441404997,0.0110073134015703,0.3593599299079493,0.1594577291500064,0.1594577291500064,Low,"No strong method-level or feature-level anomaly flags, but manual review may be useful"
INV000099,0.0538801500874661,0.0029300448683067,0.3283828063178783,0.128397667091217,0.128397667091217,Low,"No strong method-level or feature-level anomaly flags, but manual review may be useful"
INV000100,0.1410868630307425,0.0044710602835873,0.4135935234581536,0.1863838155908278,0.1863838155908278,Low,"No strong method-level or feature-level anomaly flags, but manual review may be useful"
INV000101,0.132997592714031,0.0062305564496244,0.2196044013682396,0.1196108501772983,0.1196108501772983,Low,"No strong method-level or feature-level anomaly flags, but manual review may be useful"
INV000102,0.0736966947427946,0.0019771832715331,0.1711142907381105,0.0822627229174794,0.0822627229174794,Low,"No strong method-level or feature-level anomaly flags, but manual review may be useful"
INV000103,0.0484282900096683,0.0033610916710025,0.2149574990211122,0.0889156269005943,0.0889156269005943,Low,"No strong method-level or feature-level anomaly flags, but manual review may be useful"
INV000104,0.106881910268817,0.0026465075160045,0.2274885416990144,0.1123389864946119,0.1123389864946119,Low,"No strong method-level or feature-level anomaly flags, but manual review may be useful"
INV000105,0.0484742820426706,0.0034042126978014,0.2654638267440015,0.1057807738281578,0.1057807738281578,Low,"No strong method-level or feature-level anomaly flags, but manual review may be useful"
INV000106,0.0611457692550601,0.0023587927430359,0.3032671258913458,0.1222572292964806,0.1222572292964806,Low,"No strong method-level or feature-level anomaly flags, but manual review may be useful"
INV000107,0.4154291849557478,0.0046372965578588,0.4928586960050232,0.3043083925062099,0.3043083925062099,Low,"No strong method-level or feature-level anomaly flags, but manual review may be useful"
INV000108,0.5088104552375534,0.0068148653677009,0.4697309245354477,0.3284520817135674,0.3284520817135674,Low,Isolation Forest detected an anomalous pattern (requires review)
INV000109,0.102240230813369,0.0051859122811546,0.3283828063178783,0.1452696498041339,0.1452696498041339,Low,"No strong method-level or feature-level anomaly flags, but manual review may be useful"
INV000110,0.1053315483177411,0.0041206400771191,0.4135935234581536,0.1743485706176712,0.1743485706176712,Low,"No strong method-level or feature-level anomaly flags, but manual review may be useful"
INV000111,0.1039697643531111,0.0025867753922779,0.1472693712048815,0.0846086369834235,0.0846086369834235,Low,"No strong method-level or feature-level anomaly flags, but manual review may be useful"
INV000112,0.0468555958773174,0.0035627083694384,0.2575073408477557,0.1026418816981705,0.1026418816981705,Low,"No strong method-level or feature-level anomaly flags, but manual review may be useful"
INV000113,0.0206716112644848,0.0312425170647236,0.1472693712048815,0.0663944998446966,0.0663944998446966,Low,Local Outlier Factor detected a local anomaly (requires review)
INV000114,0.0625896354923565,0.0036888887713018,0.2654638267440015,0.1105807836692199,0.1105807836692199,Low,"No strong method-level or feature-level anomaly flags, but manual review may be useful"
INV000115,0.1630820976244942,0.0036745351373442,0.3283828063178783,0.1650464796932389,0.1650464796932389,Low,"No strong method-level or feature-level anomaly flags, but manual review may be useful"
INV000116,0.240451771602717,0.0038285641018785,0.3032671258913458,0.1825158205319804,0.1825158205319804,Low,"No strong method-level or feature-level anomaly flags, but manual review may be useful"
INV000117,0.4114380628054345,0.0060474452388418,0.3973059889750493,0.2715971656731085,0.2715971656731085,Low,"No strong method-level or feature-level anomaly flags, but manual review may be useful"
INV000118,0.2928159895516803,0.006691132195631,0.8513167946199491,0.3836079721224201,0.3836079721224201,Medium,Z-score analysis detected extreme feature values; Anomalous feature detected: supplier_buyer_frequency
INV000119,0.096718248437164,0.0045143624694812,0.3032671258913458,0.1348332455993303,0.1348332455993303,Low,"No strong method-level or feature-level anomaly flags, but manual review may be useful"
INV000120,0.0458971356818307,0.004377444690241,0.3356997890964434,0.1286581231561717,0.1286581231561717,Low,"No strong method-level or feature-level anomaly flags, but manual review may be useful"
INV000121,0.3181167668384745,0.0044402498283239,0.3356997890964434,0.2194189352544139,0.2194189352544139,Low,"No strong method-level or feature-level anomaly flags, but manual review may be useful"
INV000122,0.29652665304111,0.0043672466380733,0.8513167946199491,0.3840702314330441,0.3840702314330441,Medium,Z-score analysis detected extreme feature values; Anomalous feature detected: supplier_buyer_frequency
INV000123,0.122786745840703,0.0030819108493653,0.3917934545789836,0.1725540370896839,0.1725540370896839,Low,"No strong method-level or feature-level anomaly flags, but manual review may be useful"
INV000124,0.0607985750201314,0.0037712376785826,0.3283828063178783,0.1309842063388641,0.1309842063388641,Low,"No strong method-level or feature-level anomaly flags, but manual review may be useful"
INV000125,0.1817719692179598,0.0039865478393262,0.2162966054214959,0.1340183741595939,0.1340183741595939,Low,"No strong method-level or feature-level anomaly flags, but manual review may be useful"
INV000126,0.125310186088507,0.0048845637827225,0.3356997890964434,0.155298179655891,0.155298179655891,Low,"No strong method-level or feature-level anomaly flags, but manual review may be useful"
INV000127,0.077880187966176,0.0053396490529524,0.3051263354698977,0.1294487241630087,0.1294487241630087,Low,"No strong method-level or feature-level anomaly flags, but manual review may be useful"
INV000128,0.4331790341211078,0.002834780450118,1.0,0.4786712715237419,0.4786712715237419,Medium,Isolation Forest detected an anomalous pattern (requires review); Z-score analysis detected extreme feature values; Anomalous feature detected: duplicate_transaction_frequency; Duplicate transaction pattern detected (high z-score); Anomalous feature detected: supplier_buyer_frequency
INV000129,0.1045953282354508,0.0052175247860698,0.3647634273130551,0.1581920934448586,0.1581920934448586,Low,"No strong method-level or feature-level anomaly flags, but manual review may be useful"
INV000130,0.1821391903070167,0.0038250889625146,0.3356997890964434,0.1738880227886582,0.1738880227886582,Low,"No strong method-level or feature-level anomaly flags, but manual review may be useful"
INV000131,0.0997368082750116,0.0027124151901015,0.2543970133219407,0.1189487455956846,0.1189487455956846,Low,"No strong method-level or feature-level anomaly flags, but manual review may be useful"
INV000132,0.1107380973672968,0.0023692774911483,0.2753286440587778,0.1294786729724076,0.1294786729724076,Low,"No strong method-level or feature-level anomaly flags, but manual review may be useful"
INV000133,0.0365532168427012,0.0025240315469186,0.2753286440587778,0.1048019641494658,0.1048019641494658,Low,"No strong method-level or feature-level anomaly flags, but manual review may be useful"
INV000134,0.7065935101125879,0.0214197364728483,0.5350428366749821,0.4210186944201394,0.4210186944201394,Medium,Isolation Forest detected an anomalous pattern (requires review)
INV000135,0.3720065155728279,0.0050184228062284,0.3283828063178783,0.2351359148989782,0.2351359148989782,Low,"No strong method-level or feature-level anomaly flags, but manual review may be useful"
INV000136,0.1155134517569267,0.0033137360282309,0.3032671258913458,0.1406981045588344,0.1406981045588344,Low,"No strong method-level or feature-level anomaly flags, but manual review may be useful"
INV000137,0.1102053895075067,0.0042080317120913,0.2274885416990144,0.1139673209728708,0.1139673209728708,Low,"No strong method-level or feature-level anomaly flags, but manual review may be useful"
INV000138,0.2291030916667866,0.0074869814251537,1.0,0.4121966910306467,0.4121966910306467,Medium,Z-score analysis detected extreme feature values; Anomalous feature detected: cess_rate
INV000139,0.0865342018616199,0.0053230449136211,0.3032671258913458,0.1317081242221956,0.1317081242221956,Low,"No strong method-level or feature-level anomaly flags, but manual review may be useful"
INV000140,0.0797352823568658,0.0029622877410648,0.3356997890964434,0.1394657863981246,0.1394657863981246,Low,"No strong method-level or feature-level anomaly flags, but manual review may be useful"
INV000141,0.5031531683407179,0.0032289262973888,0.4690970875334176,0.3251597273905081,0.3251597273905081,Low,Isolation Forest detected an anomalous pattern (requires review)
INV000142,0.085328059197445,0.001792269115521,0.3051263354698977,0.1307488879276212,0.1307488879276212,Low,"No strong method-level or feature-level anomaly flags, but manual review may be useful"
INV000143,0.2573725362296989,0.00504961540177,0.8513167946199491,0.3712463154171393,0.3712463154171393,Medium,Z-score analysis detected extreme feature values; Anomalous feature detected: supplier_buyer_frequency
INV000144,0.0648008428788572,0.0033026372298264,0.3032671258913458,0.1237902020000098,0.1237902020000098,Low,"No strong method-level or feature-level anomaly flags, but manual review may be useful"
INV000145,0.1043628790595136,0.0076442069427283,0.3032671258913458,0.1384247372978625,0.1384247372978625,Low,"No strong method-level or feature-level anomaly flags, but manual review may be useful"
INV000146,0.1260195697854716,0.0025638858277695,0.3593599295133456,0.1626477950421956,0.1626477950421956,Low,"No strong method-level or feature-level anomaly flags, but manual review may be useful"
INV000147,0.0749840456159514,0.0017364284619106,0.2654638267440015,0.1140614336072878,0.1140614336072878,Low,"No strong method-level or feature-level anomaly flags, but manual review may be useful"
INV000148,0.6017093039327703,0.0151402856445444,1.0,0.5389498631924382,0.5389498631924382,Medium,Isolation Forest detected an anomalous pattern (requires review); Z-score analysis detected extreme feature values; Unusual quantity detected (high z-score)
INV000149,0.1238694743479909,0.0035091611634733,0.3051263355685487,0.1441683236933376,0.1441683236933376,Low,"No strong method-level or feature-level anomaly flags, but manual review may be useful"
INV000150,0.5522688876665083,0.0013869710305784,1.0,0.5178852862323623,0.5178852862323623,Medium,Isolation Forest detected an anomalous pattern (requires review); Z-score analysis detected extreme feature values; Unusual quantity detected (high z-score)
INV000151,0.0803303769260949,0.0041664199904583,0.1858773586061521,0.0901247185075684,0.0901247185075684,Low,"No strong method-level or feature-level anomaly flags, but manual review may be useful"
INV000152,0.1339160472063658,0.0022713448443055,0.3356997890964434,0.1572957270490382,0.1572957270490382,Low,"No strong method-level or feature-level anomaly flags, but manual review may be useful"
INV000153,0.056911367822975,0.0026335204723138,0.2543970133219407,0.1046473005390765,0.1046473005390765,Low,"No strong method-level or feature-level anomaly flags, but manual review may be useful"
INV000154,0.1568489116150331,0.0147367794296462,0.2680116612802127,0.146532450774964,0.146532450774964,Low,"No strong method-level or feature-level anomaly flags, but manual review may be useful"
INV000155,0.1016475326670763,0.0008963571389441,0.3032671258913458,0.1352703385657887,0.1352703385657887,Low,"No strong method-level or feature-level anomaly flags, but manual review may be useful"
INV000156,0.1176969582528806,0.0106614061473298,0.2753286440587778,0.134562336152996,0.134562336152996,Low,"No strong method-level or feature-level anomaly flags, but manual review may be useful"
INV000157,0.615659393074456,0.0069395410727835,1.0,0.5408663113824131,0.5408663113824131,Medium,Isolation Forest detected an anomalous pattern (requires review); Z-score analysis detected extreme feature values; Anomalous feature detected: duplicate_transaction_frequency; Duplicate transaction pattern detected (high z-score); Anomalous feature detected: supplier_buyer_frequency
INV000158,0.1548866510609746,0.0019257833811593,0.3356997890964434,0.1641707411795258,0.1641707411795258,Low,"No strong method-level or feature-level anomaly flags, but manual review may be useful"
INV000159,0.0751516327789737,0.0034739027762776,0.3356997890964434,0.1381084415505649,0.1381084415505649,Low,"No strong method-level or feature-level anomaly flags, but manual review may be useful"
INV000160,0.1778959964795265,0.0060774345232766,0.3356997890964434,0.1732244066997488,0.1732244066997488,Low,"No strong method-level or feature-level anomaly flags, but manual review may be useful"
INV000161,0.0301739104377919,0.0052050663326396,0.3032671258913458,0.1128820342205924,0.1128820342205924,Low,"No strong method-level or feature-level anomaly flags, but manual review may be useful"
INV000162,0.0396781685643858,0.0019577885310392,0.2654638267440015,0.1023665946131421,0.1023665946131421,Low,"No strong method-level or feature-level anomaly flags, but manual review may be useful"
INV000163,0.0565648215511353,0.0028958939633253,0.3032671258913458,0.1209092804686021,0.1209092804686021,Low,"No strong method-level or feature-level anomaly flags, but manual review may be useful"
