invoice_no,isolation_prediction,isolation_anomaly,isolation_score
INV000101,1,0,0.38509642847087716
INV000102,1,0,0.361591408976917
INV000103,1,0,0.35144283108000113
INV000104,1,0,0.36900578455000826
INV000105,1,0,0.34553176197684304
INV000106,1,0,0.35488717655688123
INV000107,1,0,0.48898360638935706
INV000108,-1,1,0.5227725028323891
INV000109,1,0,0.3770650254513818
INV000110,1,0,0.3791052887591622
INV000111,1,0,0.3659510190549797
INV000112,1,0,0.3501950308627864
INV000113,1,0,0.33769076040719415
INV000114,1,0,0.3541845829784803
INV000115,1,0,0.3827212287213074
INV000116,1,0,0.40789721734469
INV000117,1,0,0.48353455489231434
INV000118,1,0,0.4390045270942331
INV000119,1,0,0.37152002539517703
INV000120,1,0,0.35339526264640936
INV000121,1,0,0.44809598863945715
INV000122,1,0,0.43284658922876107
INV000123,1,0,0.3851552341959212
INV000124,1,0,0.35235568904420855
INV000125,1,0,0.4008105738161155
INV000126,1,0,0.3842520735597021
INV000127,1,0,0.363154287157699
INV000128,-1,1,0.5029960950263201
INV000129,1,0,0.369532328538363
INV000130,1,0,0.39765370693440694
INV000131,1,0,0.3693658084408496
INV000132,1,0,0.3733308708356674
INV000133,1,0,0.3466036755041234
INV000134,-1,1,0.5822932732071521
INV000135,1,0,0.4594598863495628
INV000136,1,0,0.37286380767347244
INV000137,1,0,0.36193202928169155
INV000138,1,0,0.4250812822706316
INV000139,1,0,0.3587160985436106
INV000140,1,0,0.3619114421679528
INV000141,-1,1,0.505326699969153
INV000142,1,0,0.3644604916703583
INV000143,1,0,0.4392565319582784
INV000144,1,0,0.3572373723117505
INV000145,1,0,0.3739701052352753
INV000146,1,0,0.3775667501447315
INV000147,1,0,0.35604411135258623
INV000148,-1,1,0.5699031801353698
INV000149,1,0,0.38073038535042036
INV000150,-1,1,0.5314095113836005
INV000151,1,0,0.36069953547700007
INV000152,1,0,0.3832237017732495
INV000153,1,0,0.3568346002540796
INV000154,1,0,0.37924996474185513
INV000155,1,0,0.3669327397192177
INV000156,1,0,0.3875541631006958
INV000157,-1,1,0.5980025638002248
INV000158,1,0,0.38622548908919313
INV000159,1,0,0.3594447903982835
INV000160,1,0,0.4034351791342271
INV000161,1,0,0.3445739124258881
INV000162,1,0,0.346989880833097
INV000163,1,0,0.35810845844058653
INV000164,1,0,0.3603349544653131
INV000165,1,0,0.3436248450307139
INV000166,1,0,0.43891193081342295
INV000167,1,0,0.3740733006546258
INV000168,1,0,0.4111524411809596
INV000169,1,0,0.35610752635821574
INV000170,1,0,0.4054461373952261
INV000171,1,0,0.34861683116247766
INV000172,1,0,0.42861577033056897
INV000173,1,0,0.3791067243262949
INV000174,1,0,0.4247701497145133
INV000175,1,0,0.41755981034928247
INV000176,1,0,0.3541928035898375
INV000177,1,0,0.35691209982519156
INV000178,1,0,0.3415518439587119
INV000179,1,0,0.3668373637092732
INV000180,1,0,0.3593886082321895
INV000181,-1,1,0.498827331250818
INV000182,1,0,0.35105085606204645
INV000183,1,0,0.373893120575745
INV000184,-1,1,0.5168789576453828
INV000185,1,0,0.3913298719860044
INV000186,1,0,0.35802203590871223
INV000187,1,0,0.3848888104348814
INV000188,1,0,0.3503296471125537
INV000189,1,0,0.3609667629794102
INV000190,1,0,0.4415418639682947
INV000191,-1,1,0.5294198484236785
INV000192,1,0,0.37615450266653466
INV000193,1,0,0.3554126584443705
INV000194,1,0,0.39892265825770384
INV000195,1,0,0.3521238935271571
INV000196,1,0,0.39383362767420566
INV000197,1,0,0.3575612917110188
INV000198,1,0,0.3836965876700433
INV000199,1,0,0.35753017779522406
INV000200,1,0,0.3855262388030773
INV000201,1,0,0.3549107143891972
INV000202,1,0,0.35065506911789673
INV000203,1,0,0.3412144887948902
INV000204,1,0,0.3376875115615431
INV000205,1,0,0.35870297582307353
INV000206,1,0,0.37374722035074304
INV000207,1,0,0.3612598157341819
INV000208,1,0,0.34029572994459856
INV000209,1,0,0.3541110090453521
INV000210,1,0,0.3618431821016932
INV000211,1,0,0.47806363868917495
INV000212,1,0,0.3531669015473811
INV000213,1,0,0.37433016128737967
INV000214,1,0,0.3727922822438953
INV000215,1,0,0.3620741827468572
INV000216,1,0,0.3677712553988441
INV000217,1,0,0.37606956736698594
INV000218,1,0,0.38355848516211066
INV000219,1,0,0.3629244021366377
INV000220,1,0,0.3836736376163121
INV000221,1,0,0.3777747999833736
INV000222,1,0,0.3867817910448988
INV000223,1,0,0.44914116288951894
INV000224,1,0,0.41224901732933555
INV000225,1,0,0.36512878613523253
INV000226,1,0,0.3599635625417543
INV000227,1,0,0.4108062884100537
INV000228,1,0,0.3545278929443083
INV000229,1,0,0.35683013207376135
INV000230,1,0,0.34783557911248464
INV000231,1,0,0.37911741841243324
INV000232,1,0,0.3852032286411073
INV000233,1,0,0.3380608483108936
INV000234,1,0,0.38085743004241335
INV000235,1,0,0.3738211387106563
INV000236,1,0,0.36345963532681713
INV000237,1,0,0.3535786868405161
INV000238,1,0,0.3732176126569873
INV000239,1,0,0.35190644019667383
INV000240,1,0,0.3709772082973899
INV000241,1,0,0.3412860072664058
INV000242,1,0,0.35281847388008
INV000243,-1,1,0.5624580327156525
INV000244,1,0,0.4277059306521885
INV000245,1,0,0.34620653299861254
INV000246,1,0,0.35868952919308894
INV000247,1,0,0.3438218562965342
INV000248,1,0,0.3571554061525183
INV000249,1,0,0.3780979160930906
INV000250,1,0,0.36212433391182236
INV000251,1,0,0.34812319727206753
INV000252,1,0,0.4150606164185692
INV000253,1,0,0.35207846575773843
INV000254,1,0,0.3838034784022144
INV000255,1,0,0.3872178459838379
INV000256,1,0,0.39934106699884475
INV000257,1,0,0.3803911674128903
INV000258,1,0,0.34237358275437524
INV000259,1,0,0.3475181551272972
INV000260,1,0,0.36045258043635414
INV000261,1,0,0.42199408994394655
INV000262,1,0,0.37066461970800235
INV000263,1,0,0.4187957877462321
INV000264,1,0,0.37158451840751966
INV000265,1,0,0.4657908784868433
INV000266,1,0,0.3680170916915602
INV000267,1,0,0.35271542154874225
INV000268,1,0,0.3414610303284657
INV000269,1,0,0.3734562820759452
INV000270,1,0,0.35845225863658287
INV000271,1,0,0.3916918469236484
INV000272,1,0,0.3719599995649363
INV000273,1,0,0.3512168047567058
INV000274,1,0,0.3373572066507991
INV000275,1,0,0.3601279519087963
INV000276,1,0,0.427000368203698
INV000277,1,0,0.35028184013264974
INV000278,1,0,0.3435909971791616
INV000279,1,0,0.3701124261020287
INV000280,1,0,0.40374604499138117
INV000281,1,0,0.386301741289332
INV000282,1,0,0.37258742327846983
INV000283,1,0,0.36496303850746054
INV000284,1,0,0.36096416459886177
INV000285,1,0,0.48162388105048615
INV000286,1,0,0.3559000245729574
INV000287,1,0,0.35559874581649825
INV000288,1,0,0.3980906518655442
INV000289,1,0,0.35894980012071986
INV000290,-1,1,0.5909024031346427
INV000291,1,0,0.36061352749482983
INV000292,1,0,0.33713240674861156
INV000293,1,0,0.4279619537743468
INV000294,1,0,0.39993373369594404
INV000295,1,0,0.3516783283572402
INV000296,1,0,0.35042960673677315
INV000297,-1,1,0.5136339167159039
INV000298,1,0,0.45923876608103986
INV000299,1,0,0.3870117671276664
INV000300,1,0,0.34573532513671446
INV000301,1,0,0.3567691062926593
INV000302,1,0,0.365491463667115
INV000303,1,0,0.34961292955570933
INV000304,1,0,0.3816010950252302
INV000305,1,0,0.3327574563329309
INV000306,1,0,0.40569876800619864
INV000307,-1,1,0.5774886623220377
INV000308,1,0,0.36679487835601754
INV000309,1,0,0.35883876323548386
INV000310,1,0,0.4013591771200198
INV000311,1,0,0.3496082834010524
INV000312,1,0,0.34425849762285277
INV000313,-1,1,0.5018059972531311
INV000314,1,0,0.3719785701348556
INV000315,1,0,0.37324533559099926
INV000316,1,0,0.42141745701434663
INV000317,1,0,0.3998204435481452
INV000318,1,0,0.39480326067244736
INV000319,1,0,0.35553437082377304
INV000320,1,0,0.4142347479644879
INV000321,1,0,0.34878702966549835
INV000322,1,0,0.3525385734922417
INV000323,1,0,0.4109879746005032
INV000324,1,0,0.378467727529596
INV000325,1,0,0.36306066168183204
INV000326,1,0,0.3939982464328018
INV000327,-1,1,0.6757132891648528
INV000328,1,0,0.3567454530618612
INV000329,1,0,0.34647064893366836
INV000330,1,0,0.4199512129516991
INV000331,1,0,0.3557296958742233
INV000332,1,0,0.43910190654863657
INV000333,1,0,0.35681789355826465
INV000334,1,0,0.3425588463801196
INV000335,1,0,0.3463120050615673
INV000336,1,0,0.38558094387832564
INV000337,1,0,0.36785565799258385
INV000338,1,0,0.3693974156315239
INV000339,1,0,0.37970186685814855
INV000340,1,0,0.3532657173516566
INV000341,1,0,0.3579468893659338
INV000342,-1,1,0.5982632766171397
INV000343,1,0,0.36463448266281745
INV000344,1,0,0.4152626708153215
INV000345,1,0,0.34334498562782884
INV000346,1,0,0.3720472322932944
INV000347,1,0,0.3518568242794593
INV000348,1,0,0.3600869085719144
INV000349,1,0,0.41954148976795536
INV000350,1,0,0.4257864055212193
INV000351,1,0,0.3739507812320366
INV000352,1,0,0.36007751271996963
INV000353,-1,1,0.6020291795173454
INV000354,1,0,0.3378831639427139
INV000355,1,0,0.3532682344805557
INV000356,1,0,0.37618039139959775
INV000357,1,0,0.4167648220220332
INV000358,1,0,0.3893685205119122
INV000359,1,0,0.33944567700233497
INV000360,1,0,0.3905436939871198
INV000361,1,0,0.3372618727295431
INV000362,1,0,0.3554753120550958
INV000363,1,0,0.39180328417240945
INV000364,1,0,0.33728940340560787
INV000365,1,0,0.3342480384912468
INV000366,1,0,0.36913507564509646
INV000367,1,0,0.4271577444898766
INV000368,1,0,0.34877073090339755
INV000369,1,0,0.36328305218727736
INV000370,1,0,0.38335176680427197
INV000371,1,0,0.36630380809848556
INV000372,1,0,0.3551220986483015
INV000373,1,0,0.37848349463330333
INV000374,1,0,0.4513770922169694
INV000375,-1,1,0.557098434021367
INV000376,1,0,0.42797889956139135
INV000377,1,0,0.3888100039910023
INV000378,1,0,0.3880091272799362
INV000379,1,0,0.3574124844479115
INV000380,1,0,0.36310496817554594
INV000381,1,0,0.42230074752002705
INV000382,1,0,0.39170460859702333
INV000383,1,0,0.3826453624917281
INV000384,1,0,0.34846001305861457
INV000385,1,0,0.4085222574127566
INV000386,1,0,0.3525941908700435
INV000387,1,0,0.4028372428760425
INV000388,1,0,0.367513209928204
INV000389,1,0,0.34149211554169884
INV000390,1,0,0.3345625474817593
INV000391,1,0,0.3509521764322005
INV000392,1,0,0.35277819653928527
INV000393,1,0,0.37625535517380115
INV000394,1,0,0.3635732787053278
INV000395,1,0,0.37871368302604724
INV000396,1,0,0.366097585378441
INV000397,1,0,0.3398891772215352
INV000398,1,0,0.3369247075542556
INV000399,1,0,0.3675947934832651
INV000400,1,0,0.4147079616685348
INV000401,1,0,0.36872935332803153
INV000402,1,0,0.35076467573638076
INV000403,1,0,0.34671984217294866
INV000404,1,0,0.3937616893295291
INV000405,1,0,0.355857153493891
INV000406,1,0,0.36762668024692446
INV000407,1,0,0.3935936317532435
INV000408,1,0,0.41972005179329563
INV000409,1,0,0.40376090916039603
INV000410,1,0,0.3435517910643312
INV000411,1,0,0.4372609640839612
INV000412,1,0,0.39193339131769456
INV000413,1,0,0.46418756112978193
INV000414,1,0,0.3588384375901135
INV000415,1,0,0.37778927754303926
INV000416,1,0,0.4146764587619955
INV000417,-1,1,0.5040328185724846
INV000418,1,0,0.3355499983912467
INV000419,1,0,0.3603971837303388
INV000420,1,0,0.3378263703390371
INV000421,1,0,0.4377684413049659
INV000422,1,0,0.3541959144978129
INV000423,-1,1,0.5169994254635156
INV000424,1,0,0.391464668901104
INV000425,1,0,0.35059044396446903
INV000426,1,0,0.4019836103566646
INV000427,1,0,0.38828873080786797
INV000428,1,0,0.34577062577478773
INV000429,1,0,0.42922700807817055
INV000430,1,0,0.41664009883793585
INV000431,1,0,0.4587066270902963
INV000432,1,0,0.39487957985016586
INV000433,-1,1,0.5093947769106867
INV000434,1,0,0.35562589363376157
INV000435,1,0,0.34656059643860504
INV000436,1,0,0.3385355286500768
INV000437,1,0,0.33259898187366366
INV000438,1,0,0.3614919067112218
INV000439,1,0,0.3603221621906827
INV000440,-1,1,0.549853407623597
INV000441,1,0,0.3394027314889253
INV000442,1,0,0.3496545396506811
INV000443,1,0,0.34158102462465867
INV000444,-1,1,0.5627670641025173
INV000445,1,0,0.459880054755577
INV000446,1,0,0.34076727292905906
INV000447,1,0,0.35407541917278595
INV000448,1,0,0.3859054103369296
INV000449,1,0,0.3624159165632719
INV000450,1,0,0.3796393087691244
INV000451,1,0,0.3560738465067287
INV000452,1,0,0.3508489291101188
INV000453,1,0,0.4096301276621658
INV000454,1,0,0.3736832686321189
INV000455,1,0,0.39273019894857597
INV000456,1,0,0.3481310724312414
INV000457,1,0,0.34747823594265675
INV000458,1,0,0.3700627066364421
INV000459,1,0,0.36603365977449315
INV000460,1,0,0.36474215190755904
INV000461,1,0,0.3461634343493685
INV000462,1,0,0.34557832464399946
INV000463,1,0,0.3880552399466531
INV000464,1,0,0.37550221616346025
INV000465,-1,1,0.5306237200109271
INV000466,1,0,0.34711772179083833
INV000467,-1,1,0.4989476658174221
INV000468,1,0,0.35040040384854426
INV000469,1,0,0.34786122213469894
INV000470,-1,1,0.5179203492070694
INV000471,1,0,0.3463607288111758
INV000472,1,0,0.3568236812093756
INV000473,1,0,0.3499952493633423
INV000474,1,0,0.3756178103731059
INV000475,1,0,0.3619194949642621
INV000476,1,0,0.37095290813707305
INV000477,-1,1,0.5008947677215843
INV000478,1,0,0.3529439142295835
INV000479,1,0,0.3434288101284879
INV000480,1,0,0.3737818624928639
INV000481,1,0,0.38809061498531944
INV000482,1,0,0.3829303983004312
INV000483,1,0,0.34906129008285053
INV000484,1,0,0.40212896842133955
INV000485,1,0,0.3655627176994884
INV000486,1,0,0.38063163978099973
INV000487,1,0,0.3390985284203841
INV000488,1,0,0.3686000572519283
INV000489,1,0,0.361210385492185
INV000490,1,0,0.37053074062448194
INV000491,1,0,0.3834469766043126
INV000492,1,0,0.35217939099146167
INV000493,1,0,0.3714856224674198
INV000494,1,0,0.3373367653002561
INV000495,1,0,0.3932233239985337
INV000496,1,0,0.3539269236954984
INV000497,1,0,0.36034275668474713
INV000498,1,0,0.44198713718389826
INV000499,1,0,0.3581412822922203
INV000500,1,0,0.34457151960057397
INV000501,1,0,0.4786629558256065
INV000502,-1,1,0.583853461062447
INV000503,1,0,0.333438977430479
INV000504,1,0,0.38208644145805254
INV000505,1,0,0.3717812089738976
INV000506,1,0,0.3734989684014211
INV000507,1,0,0.40236088445354556
INV000508,1,0,0.37271378575194897
INV000509,-1,1,0.4990026024821522
INV000510,1,0,0.3990967529744226
INV000511,1,0,0.35756160351936617
INV000512,1,0,0.39751885238734447
INV000513,1,0,0.35980694052176776
INV000514,-1,1,0.6490842860684073
INV000515,-1,1,0.5417921607067896
INV000516,1,0,0.37974759090247634
INV000517,1,0,0.3716311372363087
INV000518,1,0,0.3569769137041152
INV000519,1,0,0.3537203141492161
INV000520,1,0,0.36137128912149347
INV000521,1,0,0.3963272772197751
INV000522,1,0,0.33471305219854725
INV000523,1,0,0.39239153792519876
INV000524,1,0,0.3496742257943821
INV000525,1,0,0.3601018577406739
INV000526,-1,1,0.521502543634924
INV000527,1,0,0.37194507651446707
INV000528,1,0,0.4065562389242073
INV000529,1,0,0.4161320869468902
INV000530,1,0,0.3955092585237509
INV000531,1,0,0.40475461907715843
INV000532,1,0,0.484238425049132
INV000533,1,0,0.3694212783258524
INV000534,1,0,0.34567400814011057
INV000535,1,0,0.4149152621931355
INV000536,1,0,0.4255629235564672
INV000537,1,0,0.3860800535428089
INV000538,1,0,0.358989788378764
INV000539,1,0,0.4207939186519163
INV000540,1,0,0.36476209944028204
INV000541,1,0,0.3776913210806995
INV000542,1,0,0.33420489030969447
INV000543,1,0,0.36160267440432003
INV000544,1,0,0.35090435149433313
INV000545,1,0,0.3448628775692796
INV000546,1,0,0.34935019961669467
INV000547,1,0,0.36238450566743363
INV000548,1,0,0.4393289832626967
INV000549,1,0,0.35205004881455626
INV000550,1,0,0.3609211433792519
INV000551,1,0,0.3476768744608247
INV000552,1,0,0.38188339999886667
INV000553,1,0,0.37465046646530603
INV000554,1,0,0.4453169533209855
INV000555,1,0,0.3603192571277527
INV000556,1,0,0.3609836060009845
INV000557,1,0,0.39351584413526086
INV000558,1,0,0.3385357543210434
INV000559,1,0,0.3443981229653786
INV000560,1,0,0.35053520278546935
INV000561,1,0,0.4201287063763185
INV000562,1,0,0.3659561286370671
INV000563,1,0,0.37245616033209983
INV000564,1,0,0.3581202799639116
INV000565,1,0,0.3658327401505909
INV000566,1,0,0.34674767853204375
INV000567,1,0,0.3395380979889026
INV000568,1,0,0.35709825997539274
INV000569,1,0,0.3476301399637334
INV000570,1,0,0.3498750005364378
INV000571,1,0,0.4568524347516931
INV000572,1,0,0.4208673209821279
INV000573,1,0,0.3938590930891105
INV000574,1,0,0.3943612604029614
INV000575,1,0,0.33501436427378195
INV000576,1,0,0.339841490273292
INV000577,1,0,0.37075815348002894
INV000578,1,0,0.39967854835334665
INV000579,1,0,0.36677866089939953
INV000580,1,0,0.36951495008045887
INV000581,1,0,0.42214773123111193
INV000582,1,0,0.34347183250836477
INV000583,1,0,0.35659164251914954
INV000584,1,0,0.3547625625756854
INV000585,1,0,0.4688878216711997
INV000586,1,0,0.37139004134533443
INV000587,1,0,0.3517856013750755
INV000588,1,0,0.3834283584526307
INV000589,1,0,0.3556585249991803
INV000590,1,0,0.36241945230024813
INV000591,1,0,0.34660313840422124
INV000592,1,0,0.37921698878454824
INV000593,1,0,0.4397552035592425
INV000594,1,0,0.3765591680332875
INV000595,1,0,0.34182366834057254
INV000596,1,0,0.4261490610102303
INV000597,1,0,0.464787595801304
INV000598,1,0,0.3363446436079987
INV000599,1,0,0.3450063992126804
INV000600,1,0,0.3776138068159779
INV000601,1,0,0.34258604500274
INV000602,1,0,0.3890524860996908
INV000603,1,0,0.34338277452243915
INV000604,1,0,0.4494107046928976
INV000605,1,0,0.3913509343087127
INV000606,1,0,0.4477910752241345
INV000607,1,0,0.37684924808618964
INV000608,1,0,0.367389917532568
INV000609,1,0,0.3431326149593031
INV000610,1,0,0.3763872015777354
INV000611,-1,1,0.5518704746403031
INV000612,1,0,0.4026077428952435
INV000613,1,0,0.3415065236304162
INV000614,1,0,0.36294597974585285
INV000615,1,0,0.3850531674064304
INV000616,1,0,0.37232820612735934
INV000617,1,0,0.34647011472216266
INV000618,-1,1,0.599028976329736
INV000619,1,0,0.33615961928216936
INV000620,-1,1,0.49119410906824656
INV000621,1,0,0.3431272269966486
INV000622,1,0,0.3436708513753805
INV000623,1,0,0.34112466494603577
INV000624,1,0,0.3663127185753731
INV000625,1,0,0.3510462253379843
INV000626,1,0,0.36833965307179084
INV000627,1,0,0.3428547583883317
INV000628,1,0,0.3563319789297527
INV000629,1,0,0.3405925127357742
INV000630,1,0,0.4097478240028473
INV000631,1,0,0.39578772523771166
INV000632,-1,1,0.622328628305044
INV000633,1,0,0.34112018685833967
INV000634,1,0,0.4039517650900457
INV000635,1,0,0.46841208132481826
INV000636,1,0,0.4105711617648044
INV000637,1,0,0.40058984959553084
INV000638,1,0,0.40593098760070084
INV000639,1,0,0.41505904719496
INV000640,1,0,0.39779552629550335
INV000641,1,0,0.3502495556151612
INV000642,1,0,0.3633194913583334
INV000643,1,0,0.3460956295877725
INV000644,1,0,0.35963625195284665
INV000645,1,0,0.3498491015305743
INV000646,1,0,0.38725539123098884
INV000647,1,0,0.3679550970175671
INV000648,1,0,0.3464214853690151
INV000649,1,0,0.3714667276469229
INV000650,1,0,0.3488708283825418
INV000651,1,0,0.3933466260805005
INV000652,1,0,0.3695328440333271
INV000653,1,0,0.398813430050044
INV000654,1,0,0.35208898020119345
INV000655,1,0,0.3912346112983994
INV000656,1,0,0.44840407968101553
INV000657,1,0,0.4095829439337399
INV000658,1,0,0.34520974034456925
INV000659,1,0,0.3505031003823341
INV000660,1,0,0.37832657642402295
INV000661,1,0,0.3522390594263162
INV000662,1,0,0.35555636237837074
INV000663,1,0,0.35144062736781106
INV000664,1,0,0.3647080518867453
INV000665,1,0,0.37536751960345394
INV000666,1,0,0.3511077714351638
INV000667,1,0,0.3559547439406839
INV000668,1,0,0.3551943925254445
INV000669,1,0,0.3492178132750909
INV000670,1,0,0.3545361434909516
INV000671,1,0,0.3592913083047004
INV000672,1,0,0.39604226981961344
INV000673,1,0,0.39578595072564765
INV000674,1,0,0.39374258182487837
INV000675,1,0,0.3450892936827196
INV000676,1,0,0.36407517337901385
INV000677,1,0,0.41562058659487944
INV000678,1,0,0.34940163259380835
INV000679,-1,1,0.5448745602241669
INV000680,1,0,0.35876857452674055
INV000681,1,0,0.3706828792684178
INV000682,1,0,0.3439286111017663
INV000683,1,0,0.3435051180995146
INV000684,1,0,0.3674180710826024
INV000685,1,0,0.3869919909073256
INV000686,1,0,0.35942470217484124
INV000687,1,0,0.37256794230797907
INV000688,1,0,0.3496266237325669
INV000689,1,0,0.3425624993236188
INV000690,1,0,0.37228212126017474
INV000691,1,0,0.4254623920684007
INV000692,1,0,0.3707774512183525
INV000693,1,0,0.37362461265737085
INV000694,1,0,0.42739201352557343
INV000695,1,0,0.34262829000836414
INV000696,1,0,0.3535037502944117
INV000697,1,0,0.34555969430492245
INV000698,1,0,0.34808325726399986
INV000699,1,0,0.4154906559452546
INV000700,1,0,0.4059258980690012
INV000701,-1,1,0.5218918659789313
INV000702,1,0,0.40816161522706007
INV000703,1,0,0.47888117551739606
INV000704,1,0,0.34670815900484836
INV000705,1,0,0.3409464156975145
INV000706,1,0,0.36617165187821804
INV000707,1,0,0.34599506272728947
INV000708,1,0,0.3829829616164691
INV000709,1,0,0.362586537933386
INV000710,1,0,0.34354007081482246
INV000711,1,0,0.39068961246998096
INV000712,1,0,0.40582950429621645
INV000713,1,0,0.40681243916170046
INV000714,1,0,0.3451515519742598
INV000715,1,0,0.3702869612443694
INV000716,1,0,0.33819522416056674
INV000717,1,0,0.3490483579474807
INV000718,1,0,0.3595729081539372
INV000719,1,0,0.37633164977466244
INV000720,1,0,0.3688207741839829
INV000721,1,0,0.3503248092546533
INV000722,1,0,0.377565159720793
INV000723,1,0,0.3839014011965635
INV000724,-1,1,0.4987651234210524
INV000725,1,0,0.38338300942974923
INV000726,1,0,0.3739600001309389
INV000727,1,0,0.3465548781435519
INV000728,1,0,0.4018499852949325
INV000729,1,0,0.358969164497938
INV000730,-1,1,0.5845411252968673
INV000731,1,0,0.34377491460229603
INV000732,1,0,0.34011793446606114
INV000733,1,0,0.34851853542962535
INV000734,1,0,0.37810913671531343
INV000735,1,0,0.3628117464670201
INV000736,1,0,0.43904802475084975
INV000737,1,0,0.41446075761155843
INV000738,1,0,0.35432537905211003
INV000739,1,0,0.36389444554890843
INV000740,1,0,0.3636367376380976
INV000741,1,0,0.34496380864389864
INV000742,1,0,0.4028777757888233
INV000743,1,0,0.3460900894408686
INV000744,1,0,0.41176538831692944
INV000745,1,0,0.3834068307201923
INV000746,1,0,0.3528166059198704
INV000747,1,0,0.3911077087324835
INV000748,1,0,0.34424716085238516
INV000749,1,0,0.3597833303068323
INV000750,1,0,0.35516219736342974
INV000751,1,0,0.36644960781942726
INV000752,1,0,0.3578973233356476
INV000753,1,0,0.34674793553704203
INV000754,1,0,0.3508112640151646
INV000755,1,0,0.34271333020124206
INV000756,1,0,0.3844795135800015
INV000757,1,0,0.35518733149593756
INV000758,1,0,0.3402870010616384
INV000759,1,0,0.380136084591378
INV000760,1,0,0.3688322532197373
INV000761,1,0,0.44268702804747556
INV000762,1,0,0.3549736537983796
INV000763,1,0,0.35144032147288806
INV000764,-1,1,0.5115111240907381
INV000765,1,0,0.3412733547612814
INV000766,1,0,0.3519491333540143
INV000767,1,0,0.3635261835095537
INV000768,-1,1,0.5770125381577997
INV000769,1,0,0.37643818991448785
INV000770,1,0,0.3658548858006079
INV000771,1,0,0.3412620640717598
INV000772,1,0,0.38579733230017077
INV000773,1,0,0.4206612354728241
INV000774,1,0,0.4530258898621014
