invoice_no,lof_prediction,lof_anomaly,lof_score
INV000186,1,0,1.0142674830954643
INV000187,1,0,1.0090006526253439
INV000188,1,0,0.9936762106043953
INV000189,1,0,1.0673246985698412
INV000190,1,0,1.017141447877427
INV000191,1,0,1.0559106303538992
INV000192,1,0,1.097105741029154
INV000193,1,0,1.270800042681302
INV000194,1,0,1.1791645723119726
INV000195,1,0,1.0635455237597338
INV000196,1,0,1.1535850451966168
INV000197,1,0,1.0055163911594627
INV000198,1,0,1.0649307603666647
INV000199,1,0,1.00048941203063
INV000200,-1,1,1.4466189363505388
INV000201,1,0,1.042171436670293
INV000202,1,0,0.977509236811744
INV000203,1,0,0.9791921549875579
INV000204,1,0,1.1280837866557447
INV000205,1,0,1.0283513810049925
INV000206,1,0,1.157566342698441
INV000207,1,0,1.0367407496216166
INV000208,1,0,1.0286692510051103
INV000209,1,0,1.0468530381720624
INV000210,1,0,1.01467030608505
INV000211,1,0,1.1990459328268372
INV000212,1,0,1.0477242719407802
INV000213,1,0,1.0230658700133788
INV000214,1,0,0.9772478993511632
INV000215,1,0,1.009185525123875
INV000216,1,0,0.9723439191636404
INV000217,1,0,1.137119934922074
INV000218,-1,1,1.9235054490352836
INV000219,1,0,1.1048549062097108
INV000220,1,0,1.0102641521235127
INV000221,1,0,0.9841012794721866
INV000222,1,0,1.0158697984571763
INV000223,1,0,1.0618391203299828
INV000224,1,0,1.253121157862091
INV000225,1,0,0.980571670002421
INV000226,1,0,1.0258422466289134
INV000227,1,0,1.0520153787970818
INV000228,1,0,0.9876418662206093
INV000229,1,0,1.0804834809422126
INV000230,1,0,0.9960384983197207
INV000231,1,0,0.9903710892976354
INV000232,-1,1,1.4139266465477773
INV000233,1,0,0.9891276894786231
INV000234,1,0,1.1217924140502138
INV000235,1,0,1.0800355713258538
INV000236,1,0,1.1311260896339204
INV000237,1,0,1.0518884879201311
INV000238,1,0,1.1448105591020918
INV000239,1,0,1.1010634860859656
INV000240,1,0,1.1052212321981392
INV000241,1,0,1.00551410777835
INV000242,1,0,1.1155899465024142
INV000243,1,0,1.0760088623760518
INV000244,1,0,1.120463667974194
INV000245,1,0,1.0275183681237328
INV000246,1,0,0.9800944800317366
INV000247,1,0,0.986446727621146
INV000248,1,0,1.0210025158076728
INV000249,1,0,1.1231281805870554
INV000250,1,0,1.0298710065770478
INV000251,1,0,1.075148212871335
INV000252,1,0,1.0988543056911142
INV000253,1,0,1.215515289368569
INV000254,1,0,0.9873884004335306
INV000255,1,0,1.00470694826379
INV000256,1,0,1.2456741862388498
INV000257,1,0,1.0690488428849325
INV000258,1,0,1.0002741692004815
INV000259,1,0,1.1596552434657446
INV000260,1,0,1.1113082381048973
INV000261,1,0,1.2194195092681024
INV000262,1,0,1.063575201330098
INV000263,1,0,1.132892718863301
INV000264,1,0,1.1185021104318758
INV000265,1,0,0.9991843893662843
INV000266,1,0,0.9986981243857
INV000267,1,0,0.9886436071256857
INV000268,1,0,0.9711688429976932
INV000269,1,0,1.1186281822611481
INV000270,1,0,1.1018158529315407
INV000271,1,0,1.0251711072870786
INV000272,1,0,1.1853667181032495
INV000273,1,0,1.0152383366133226
INV000274,1,0,0.9860425419760208
INV000275,1,0,0.9901599441912066
INV000276,1,0,1.0952433571587787
INV000277,1,0,1.0504396856531923
INV000278,1,0,0.9968656242281811
INV000279,1,0,0.984760518367198
INV000280,1,0,1.0769923273468938
INV000281,1,0,1.0676002314530726
INV000282,1,0,1.083462598531813
INV000283,1,0,1.2135696650499388
INV000284,1,0,1.0796914674108484
INV000285,1,0,1.1194770043772755
INV000286,1,0,1.0760354658860158
INV000287,1,0,1.1590940359311745
INV000288,1,0,1.1315297036888223
INV000289,1,0,1.075265993001571
INV000290,1,0,0.9846372469720887
INV000291,-1,1,1.4200608581383012
INV000292,1,0,1.0365937522086552
INV000293,1,0,1.1979837993256242
INV000294,1,0,1.1208404715236648
INV000295,1,0,1.006497385321644
INV000296,1,0,1.001690068062866
INV000297,1,0,1.144180050657478
INV000298,1,0,1.0717980726600396
INV000299,1,0,0.9544971169630923
INV000300,1,0,1.0205613840429277
INV000301,1,0,1.1417783892126694
INV000302,1,0,1.0418048802018565
INV000303,1,0,1.0004608044697596
INV000304,1,0,1.0005330055593071
INV000305,1,0,0.9750131468494528
INV000306,1,0,1.0171285947037354
INV000307,1,0,1.1387130208903689
INV000308,1,0,1.0018634550427528
INV000309,1,0,1.0254105624182364
INV000310,1,0,1.0042721256571852
INV000311,1,0,1.0107650717160164
INV000312,1,0,1.0035147757537486
INV000313,1,0,1.1345991308154075
INV000314,1,0,1.2707308269747712
INV000315,1,0,1.0083850740143168
INV000316,1,0,1.0372755017531508
INV000317,1,0,0.9976094570644097
INV000318,-1,1,1.3925247293637266
INV000319,1,0,1.082615378945666
INV000320,1,0,1.1915244003121608
INV000321,1,0,1.3113345750837433
INV000322,1,0,1.022824667185562
INV000323,1,0,1.0822133704768016
INV000324,1,0,1.052495242439441
INV000325,1,0,1.2605204811685284
INV000326,1,0,0.9909049721878933
INV000327,-1,1,2.869192717583337
INV000328,1,0,0.9965835013204691
INV000329,1,0,0.9973765530426373
INV000330,1,0,1.0836910728894154
INV000331,1,0,1.2820134571220336
INV000332,1,0,1.0810645885424375
INV000333,1,0,0.9709845152392536
INV000334,1,0,0.9986879810499397
INV000335,1,0,1.0174161169264477
INV000336,1,0,1.0317590100395484
INV000337,1,0,1.1242484875511072
INV000338,1,0,1.0892452987364536
INV000339,1,0,1.1609706773428285
INV000340,1,0,1.0024874062388842
INV000341,1,0,0.9854583180015316
INV000342,1,0,0.979198440617189
INV000343,-1,1,1.3817926633457087
INV000344,1,0,1.0477075814806545
INV000345,1,0,1.037583544845427
INV000346,1,0,0.9709709952545215
INV000347,1,0,1.1790398858034368
INV000348,1,0,1.276181431527987
INV000349,1,0,1.073134895284373
INV000350,1,0,1.0574120531962488
INV000351,1,0,1.0528925901575608
INV000352,1,0,0.9940823716659752
INV000353,1,0,1.238437112012224
INV000354,1,0,1.0336709122004397
INV000355,1,0,1.0026313195608219
INV000356,1,0,1.0165152469123133
INV000357,1,0,1.0667957910742376
INV000358,1,0,1.2421200358504465
INV000359,1,0,1.0222062753649437
INV000360,1,0,1.1584937112010074
INV000361,1,0,1.0415713444389971
INV000362,1,0,1.188556075552222
INV000363,1,0,0.9846397935233915
INV000364,1,0,1.049669289640129
INV000365,1,0,0.9950047988259907
INV000366,1,0,1.2133557415911724
INV000367,1,0,1.0195704841033453
INV000368,1,0,1.0209130582707413
INV000369,1,0,1.063947381147536
INV000370,1,0,0.9942575285215115
INV000371,1,0,1.0373551343324912
INV000372,1,0,1.0084690815374935
INV000373,1,0,1.117332589162694
INV000374,-1,1,2.3269183349153613
INV000375,1,0,1.2760384705847168
INV000376,1,0,1.0522855342956539
INV000377,1,0,0.9777102987991926
INV000378,1,0,1.0972883467420103
INV000379,1,0,1.0578268379479154
INV000380,1,0,0.985283491871289
INV000381,1,0,1.088016369363774
INV000382,1,0,1.0572972129366298
INV000383,1,0,1.020854030071394
INV000384,1,0,1.004018144220045
INV000385,1,0,1.0724528245351466
INV000386,1,0,0.9984112871237777
INV000387,1,0,1.0792425751933865
INV000388,1,0,1.1086269810764013
INV000389,1,0,1.0444535421416625
INV000390,1,0,1.0183915372068983
INV000391,1,0,1.081209235694231
INV000392,1,0,0.9783348880271818
INV000393,1,0,1.1279247261252663
INV000394,1,0,0.977232934722068
INV000395,1,0,1.0276638859538074
INV000396,1,0,1.022997962563816
INV000397,1,0,0.9935639249758254
INV000398,1,0,1.2546822845412984
INV000399,1,0,1.0302081508114267
INV000400,1,0,1.0765474892006366
INV000401,1,0,1.1072605585292068
INV000402,1,0,1.0536391937383858
INV000403,1,0,1.0982839195661005
INV000404,1,0,1.001830709993326
INV000405,1,0,1.0263709108375205
INV000406,1,0,0.998539314789971
INV000407,1,0,1.3291772516646563
INV000408,1,0,1.1955267273810468
INV000409,1,0,1.05274705019746
INV000410,1,0,1.068722693173172
INV000411,1,0,1.0895670583313313
INV000412,1,0,0.9922665451112873
INV000413,1,0,1.1921833078001676
INV000414,1,0,1.0864360546528309
INV000415,1,0,1.133090151359449
INV000416,1,0,1.0623073962960514
INV000417,1,0,1.1654626893961406
INV000418,1,0,1.0209966541727276
INV000419,1,0,1.0954805341395462
INV000420,1,0,0.9752473807883814
INV000421,1,0,1.0163507251651733
INV000422,1,0,1.0573670823354766
INV000423,1,0,1.0727312690700248
INV000424,1,0,1.0181631142965686
INV000425,1,0,1.025216334041172
INV000426,-1,1,1.667163825349876
INV000427,1,0,1.016920069535195
INV000428,1,0,0.982818945001578
INV000429,1,0,1.0773247654265043
INV000430,1,0,1.100537451841884
INV000431,1,0,1.09650093191382
INV000432,1,0,1.0656307164094323
INV000433,1,0,1.1511202646022172
INV000434,1,0,1.0279379448170771
INV000435,1,0,1.097311286181585
INV000436,1,0,1.032542175782678
INV000437,1,0,1.0132356581868656
INV000438,1,0,0.9832011941841714
INV000439,1,0,1.030770151147481
INV000440,1,0,1.180035852062943
INV000441,1,0,1.2198648751212449
INV000442,1,0,1.0890396426096147
INV000443,1,0,1.0132246138092043
INV000444,1,0,1.0693419531854702
INV000445,1,0,1.186761668696098
INV000446,1,0,0.990667750866503
INV000447,1,0,1.0254150115691403
INV000448,1,0,1.0059253996785382
INV000449,1,0,1.3158966594627208
INV000450,1,0,0.9867630792859721
INV000451,1,0,1.02162492707465
INV000452,1,0,1.047283985281934
INV000453,1,0,1.035968381362587
INV000454,1,0,1.0032147926423662
INV000455,1,0,1.0892584982368603
INV000456,1,0,1.0697219721630193
INV000457,1,0,1.1397826011942511
INV000458,1,0,1.0021096313912845
INV000459,1,0,1.2732124376225822
INV000460,1,0,1.1107603619352775
INV000461,1,0,0.9712089019439386
INV000462,1,0,1.0130666693670154
INV000463,1,0,1.2005321838576524
INV000464,1,0,1.1190092315191569
INV000465,1,0,1.0752818509141835
INV000466,1,0,1.189054652455762
INV000467,1,0,1.0446846496553888
INV000468,1,0,1.025771956399461
INV000469,1,0,1.0053705604832976
INV000470,1,0,1.0881712338625134
INV000471,1,0,1.0512932749294033
INV000472,1,0,1.1380250436652108
INV000473,1,0,1.0393376196397868
INV000474,1,0,1.142552411131528
INV000475,1,0,1.1064889477965105
INV000476,1,0,0.9853329845966309
INV000477,1,0,1.172911432403723
INV000478,1,0,1.104137412729093
INV000479,1,0,0.9727660695365804
INV000480,1,0,1.108625896735036
INV000481,1,0,1.0323753540733234
INV000482,1,0,1.0374706007138457
INV000483,1,0,1.0189218959233508
INV000484,1,0,1.1189735109167445
INV000485,1,0,1.011966160985248
INV000486,1,0,1.2286771477499654
INV000487,1,0,0.9712614292923296
INV000488,1,0,1.0177980317157942
INV000489,1,0,1.132514703096416
INV000490,1,0,1.0022240800304778
INV000491,1,0,1.0963715554275013
INV000492,1,0,0.9787835872923747
INV000493,1,0,1.0550565778969463
INV000494,1,0,1.0050024567267242
INV000495,1,0,1.1097571730924585
INV000496,1,0,1.2549847616224357
INV000497,1,0,1.1099505386375328
INV000498,1,0,1.0979001126205623
INV000499,1,0,1.055479150774402
INV000500,1,0,0.9825723730892231
INV000501,1,0,1.1414861650912287
INV000502,1,0,1.2437633558053427
INV000503,1,0,0.9869312521438871
INV000504,1,0,1.0170111406523927
INV000505,1,0,1.059508869586248
INV000506,1,0,1.0034630871426553
INV000507,1,0,1.14742568425703
INV000508,1,0,1.0921062827863282
INV000509,1,0,1.0286142182873286
INV000510,1,0,1.1404809222510615
INV000511,1,0,1.051979475262005
INV000512,1,0,1.0834773770301225
INV000513,1,0,1.0855227435277837
INV000514,1,0,1.016696765870682
INV000515,1,0,1.0139942744311972
INV000516,1,0,1.2378390841464797
INV000517,1,0,0.9814755214516134
INV000518,1,0,1.208823945736724
INV000519,1,0,0.9926316697129239
INV000520,1,0,1.0315653001781293
INV000521,1,0,1.0631232398599717
INV000522,1,0,1.037215976715575
INV000523,1,0,1.0172086872472828
INV000524,1,0,1.072916647143813
INV000525,1,0,1.0076766669932318
INV000526,1,0,0.9951025089772987
INV000527,1,0,1.26220859538563
INV000528,1,0,1.1337371571915216
INV000529,1,0,0.995613712575221
INV000530,1,0,1.1940350338159882
INV000531,1,0,1.0028107979739942
INV000532,1,0,1.0537065061574098
INV000533,1,0,1.0879074590490725
INV000534,1,0,0.9970582589191054
INV000535,1,0,1.112813361717277
INV000536,1,0,1.1655034202527919
INV000537,1,0,0.9864865371635361
INV000538,1,0,1.0819882425733625
INV000539,-1,1,1.4247009125813466
INV000540,1,0,1.0917431852219388
INV000541,1,0,1.0931241142168175
INV000542,1,0,0.9965981281370118
INV000543,1,0,1.1181974420811909
INV000544,1,0,0.9916804257130023
INV000545,1,0,1.0007483983065637
INV000546,1,0,1.0230816522428652
INV000547,1,0,1.0376500176618468
INV000548,-1,1,1.3884910778952237
INV000549,1,0,0.9962668642186092
INV000550,-1,1,1.5306818559705109
INV000551,1,0,1.1165266945823886
INV000552,1,0,1.0734276469201618
INV000553,1,0,1.035527533682994
INV000554,1,0,1.1866290546349871
INV000555,1,0,0.9703837518238817
INV000556,1,0,1.0152495381894342
INV000557,1,0,1.0885576400496146
INV000558,1,0,0.9936094859379934
INV000559,1,0,1.0151216145012738
INV000560,1,0,1.2874222228672934
INV000561,1,0,1.164513642101411
INV000562,1,0,1.0675481268523206
INV000563,1,0,1.1768519137667939
INV000564,1,0,1.0436032024784396
INV000565,1,0,1.2198964688229117
INV000566,1,0,1.0166383877708343
INV000567,1,0,0.9956123712963005
INV000568,1,0,1.076359019152227
INV000569,1,0,1.0265387646968602
INV000570,1,0,0.9952085453526573
INV000571,1,0,1.0240810948894343
INV000572,1,0,0.972754255266451
INV000573,1,0,0.9869011224551834
INV000574,1,0,1.0277716032409399
INV000575,1,0,1.1523991945480045
INV000576,1,0,0.9828077153318979
INV000577,1,0,1.0099539919261429
INV000578,1,0,0.9766303457173564
INV000579,1,0,1.0817873999869632
INV000580,1,0,0.9724672544298251
INV000581,1,0,1.108881991764275
INV000582,1,0,1.024537921753518
INV000583,1,0,0.9987095458941375
INV000584,1,0,0.980029205477597
INV000585,1,0,1.2196874164343547
INV000586,1,0,1.0489337668578413
INV000587,1,0,0.9713213589171692
INV000588,1,0,1.0829650733340763
INV000589,1,0,0.9995656156993478
INV000590,1,0,1.0821608791305235
INV000591,1,0,1.1917373152896262
INV000592,1,0,0.9733588018716095
INV000593,1,0,1.076518808795127
INV000594,1,0,1.0847805425659485
INV000595,1,0,1.0130182702564006
INV000596,1,0,1.0463403355854013
INV000597,1,0,1.0517440283405532
INV000598,1,0,1.1190645538910151
INV000599,1,0,1.1245311717800355
INV000600,1,0,1.200290733997758
INV000601,1,0,0.9875101700835238
INV000602,1,0,1.0557013111385398
INV000603,1,0,1.3058831916223865
INV000604,1,0,0.9815542671300246
INV000605,1,0,1.2617798172612333
INV000606,-1,1,1.6067347623947676
INV000607,1,0,0.9830209531017697
INV000608,1,0,1.037801756142271
INV000609,1,0,1.0065760680908027
INV000610,1,0,1.0219668869171539
INV000611,1,0,1.0495310292844902
INV000612,1,0,1.1167292595788774
INV000613,1,0,0.9909963752865713
INV000614,1,0,1.1935558374426174
INV000615,1,0,1.0986767166029554
INV000616,1,0,0.9800685081657872
INV000617,1,0,1.0972697865249823
INV000618,1,0,1.144174991903446
INV000619,1,0,0.977424086813399
INV000620,1,0,1.0975682290077198
INV000621,1,0,1.01963270844641
INV000622,1,0,0.9860882741666531
INV000623,1,0,0.9707974029253006
INV000624,1,0,0.9885073794168419
INV000625,1,0,0.9980764692561037
INV000626,1,0,1.3183071973242022
INV000627,1,0,0.993250394536086
INV000628,1,0,1.0850835441134539
INV000629,1,0,1.0201210947583765
INV000630,1,0,1.2845683562710328
INV000631,1,0,1.0770825340355934
INV000632,-1,1,1.528311469882659
INV000633,1,0,0.980265230874205
INV000634,1,0,1.070998222462198
INV000635,1,0,1.1565136580296995
INV000636,1,0,1.2195506271555956
INV000637,1,0,1.1635886315120954
INV000638,1,0,1.0972818207721173
INV000639,-1,1,2.3893440142486346
INV000640,1,0,1.0401155509158864
INV000641,1,0,0.9987895399722208
INV000642,1,0,1.028756625059568
INV000643,1,0,1.069180135321002
INV000644,1,0,1.2391191916657944
INV000645,1,0,0.9772724618821214
INV000646,1,0,1.1953316085998014
INV000647,1,0,1.0316886834416734
INV000648,1,0,1.054968514224449
INV000649,1,0,1.0336395422921103
INV000650,1,0,1.1061631941870889
INV000651,1,0,0.9973564486579125
INV000652,1,0,1.014983168382179
INV000653,1,0,1.1614368968678719
INV000654,1,0,1.0826558242368804
INV000655,1,0,1.030015011598049
INV000656,1,0,1.0085484880926705
INV000657,1,0,1.061432570010671
INV000658,1,0,1.2427332413299337
INV000659,1,0,1.3202353191402125
INV000660,1,0,1.1298889599821835
INV000661,1,0,1.1521227160668253
INV000662,1,0,1.0296356076802888
INV000663,1,0,1.001930772809088
INV000664,1,0,1.0177295651231826
INV000665,1,0,1.3053171516257431
INV000666,1,0,1.006391344794445
INV000667,1,0,1.0176685189113177
INV000668,1,0,1.0554292284269524
INV000669,1,0,1.0693331659146357
INV000670,1,0,0.9781386798743865
INV000671,1,0,1.0034805374073048
INV000672,1,0,1.0695583118688887
INV000673,1,0,1.0170170026977527
INV000674,1,0,1.1655988563901176
INV000675,1,0,1.060574286399244
INV000676,1,0,1.0408669958859051
INV000677,1,0,1.1425317149811431
INV000678,1,0,0.9895465960430171
INV000679,1,0,1.1353979955219815
INV000680,1,0,1.1178780371479238
INV000681,-1,1,1.4032203523290883
INV000682,1,0,1.0292931960312006
INV000683,1,0,0.9676444808212148
INV000684,1,0,1.025978464242436
INV000685,1,0,1.0166675056475356
INV000686,1,0,0.9984765190810583
INV000687,1,0,1.046105408902777
INV000688,1,0,0.9839420045615647
INV000689,1,0,1.088771954466185
INV000690,1,0,0.988649897023383
INV000691,1,0,1.1253790738944884
INV000692,1,0,0.9987520386017407
INV000693,1,0,1.066914509208411
INV000694,1,0,0.9865920588958914
INV000695,1,0,0.9887744329488666
INV000696,1,0,0.9858832251806764
INV000697,1,0,1.0046154520997617
INV000698,1,0,0.97670795042465
INV000699,1,0,1.1532068481794975
INV000700,1,0,1.0325320852284812
INV000701,1,0,1.1411263990529241
INV000702,1,0,1.2466656766141821
INV000703,1,0,1.1179180762032142
INV000704,1,0,0.9786716638944352
INV000705,1,0,1.0105250480245598
INV000706,1,0,0.9938051115074547
INV000707,1,0,1.0000867414839072
INV000708,1,0,1.2095112955047729
INV000709,1,0,0.9720024942996617
INV000710,1,0,0.9888673586458699
INV000711,-1,1,1.462051181570705
INV000712,1,0,1.0943621356672144
INV000713,1,0,1.3104201053827
INV000714,1,0,1.0145145966884481
INV000715,1,0,0.9923143244881331
INV000716,1,0,1.285614834307211
INV000717,1,0,0.9748474146061337
INV000718,1,0,1.1843218833643352
INV000719,1,0,0.9845706041774637
INV000720,1,0,1.0896708617187052
INV000721,1,0,0.9949829899093603
INV000722,1,0,1.0396215964067927
INV000723,1,0,0.9594550272479478
INV000724,1,0,1.0526324120551325
INV000725,1,0,1.2699084417970201
INV000726,1,0,1.0457009562450534
INV000727,1,0,1.1035573974241824
INV000728,1,0,1.0047158287022078
INV000729,1,0,1.0111262613458474
INV000730,1,0,1.3131056416446971
INV000731,1,0,1.0582370685955749
INV000732,1,0,1.0215590250039683
INV000733,1,0,1.008787177874758
INV000734,1,0,1.061593606040179
INV000735,1,0,1.0316109188502842
INV000736,1,0,1.0932557500916282
INV000737,1,0,1.1039110703624821
INV000738,1,0,1.044215810055023
INV000739,1,0,1.017747977434908
INV000740,-1,1,1.5785168603943056
INV000741,1,0,1.0037096574011086
INV000742,1,0,1.1440001478504656
INV000743,1,0,0.9906027324683295
INV000744,1,0,1.2107841201716159
INV000745,1,0,1.1647227442787726
INV000746,1,0,1.1801250776126584
INV000747,1,0,1.1195864374490734
INV000748,1,0,0.9935542636678931
INV000749,1,0,0.9975479614233551
INV000750,1,0,1.066472466227359
INV000751,1,0,0.9962293852134231
INV000752,1,0,1.2024712631560397
INV000753,1,0,1.0222896365771736
INV000754,1,0,1.0911355723912604
INV000755,1,0,1.176691918015805
INV000756,1,0,1.0122110394270727
INV000757,1,0,1.1170585357168874
INV000758,1,0,1.1781081963106286
INV000759,1,0,1.1117404529742807
INV000760,1,0,1.0404720908086857
INV000761,1,0,1.0979646105403187
INV000762,1,0,1.0546840184708366
INV000763,1,0,0.9836853414155072
INV000764,-1,1,1.3488116044605019
INV000765,1,0,0.9881333322447139
INV000766,1,0,1.135029473661318
INV000767,1,0,1.0507821133070325
INV000768,1,0,1.17857985265092
INV000769,1,0,1.2467472220605351
INV000770,1,0,1.160078951518277
INV000771,1,0,1.0162012993728866
INV000772,1,0,1.1828861666511694
INV000773,1,0,0.9576661248720907
INV000774,1,0,1.0159891030573194
INV000775,1,0,1.0745097486977504
INV000776,1,0,1.0398783160462413
INV000777,1,0,1.18586732858174
INV000778,1,0,1.054258857174673
INV000779,1,0,1.0023147034265036
INV000780,1,0,1.1376968110618761
INV000781,1,0,1.0496882605399243
INV000782,-1,1,1.3521079919440524
